Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
1fcce0ee,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1fcce0ee-1d05-42b0-a4e2-4d7a212ed9ec,ba05wvaw0054,PostTest,7c429be9-539b-52fb-7977-de08dcf70935,CI_GNR_AP_DF,1fcce0ee-1d05-42b0-a4e2-4d7a212ed9ec,,https://axonsv.app.intel.com/apps/record-viewer/7c429be9-539b-52fb-7977-de08dcf70935,"['HW.ERR', 'HW.MCE.IIO', 'HW.MCE', 'HW.MCE.DTLB', 'HW.CORR', 'HW.MCE.UPI', 'HW.MCE.UBOX', 'HW']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
d9a585e3,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/d9a585e3-f6c8-4fde-b24a-72d2e952fa57,ba05wvaw0154,Test,a671c71e-2009-4e58-b1eb-6dd6f113578d,Mesh,d9a585e3-f6c8-4fde-b24a-72d2e952fa57,16023994363.0,https://axonsv.app.intel.com/apps/record-viewer/a671c71e-2009-4e58-b1eb-6dd6f113578d,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.UPI']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
5980cb08,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/5980cb08-415a-48fe-b463-2e3c88829270,ba05wvaw0035,Test,94f9a1f1-d074-4c2d-9351-879d9727f505,Reset-Matrix,5980cb08-415a-48fe-b463-2e3c88829270,16024220479.0,https://axonsv.app.intel.com/apps/record-viewer/94f9a1f1-d074-4c2d-9351-879d9727f505,"['HW.MCE.PCU', 'HW.ERR', 'HW.MCE.PUNIT', 'HW.MCE', 'HW.CORR', 'HW']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xa']
e35ab926,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/e35ab926-4f22-4e11-afb4-4cc60043d971,ba05wvaw0014,Test,c09dc600-9583-4437-a0ca-0982f8132fe5,Reset-Matrix,e35ab926-4f22-4e11-afb4-4cc60043d971,16024220479.0,https://axonsv.app.intel.com/apps/record-viewer/c09dc600-9583-4437-a0ca-0982f8132fe5,"['HW', 'HW.MCE', 'HW.MCE.PCU', 'HW.MCE.PUNIT', 'HW.CORR', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xb']
643543df,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/643543df-85f1-4835-b1c1-627b4288a47e,ba05wvaw0054,PostTest,ed1069c3-7aa2-9346-bc16-bdd0fe05313a,PCIe,643543df-85f1-4835-b1c1-627b4288a47e,14022798039.0,https://axonsv.app.intel.com/apps/record-viewer/ed1069c3-7aa2-9346-bc16-bdd0fe05313a,"['HW.MCE.UBOX', 'HW.MCE', 'HW.MCE.UPI', 'HW.MCE.DTLB', 'HW', 'HW.MCE.IIO', 'HW.CORR', 'HW.ERR']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
b606db6d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b606db6d-8a20-439a-87d7-df254a6715c7,ba05wvaw0015,Test,07123fa4-aeeb-4fb9-a2e4-f7043016974f,si_hearbeat_x3,b606db6d-8a20-439a-87d7-df254a6715c7,,https://axonsv.app.intel.com/apps/record-viewer/07123fa4-aeeb-4fb9-a2e4-f7043016974f,"['HW.CFG.ERR', 'HW.MCE', 'HW.MCE.PCU', 'HW.MCE.PUNIT', 'HW', 'HW.CORR', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xb']
403a0fcc,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/403a0fcc-b099-4df1-80e7-52ef26709c0a,jf04wvaw5054,Test,3f6ef076-4bc8-4e3c-84a7-f09217949d7e,Concurrency,403a0fcc-b099-4df1-80e7-52ef26709c0a,,https://axonsv.app.intel.com/apps/record-viewer/3f6ef076-4bc8-4e3c-84a7-f09217949d7e,"['HW.MCE', 'HW.MCE.CHA', 'HW', 'HW.MCE.MLC', 'HW.CORR', 'HW.ERR']",,,"['Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x3d', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x25', 'LOCK Hard Hang, did not return to idle in 1s']"
a679c38f,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/a679c38f-d6ef-4817-b2d5-10c0883e8129,ba05wvaw0054,Test,3e1f9a37-bbda-af92-daa9-12b6b147dc09,Memory,a679c38f-d6ef-4817-b2d5-10c0883e8129,,https://axonsv.app.intel.com/apps/record-viewer/3e1f9a37-bbda-af92-daa9-12b6b147dc09,"['HW.MCE', 'HW.CORR', 'HW.MCE.DTLB', 'HW.MCE.IIO', 'HW', 'HW.MCE.UBOX', 'HW.ERR']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']"
fac29bd1,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/fac29bd1-cfd4-46a2-ad97-faf2400af6e1,ba05wvaw0147,Test,ddba86a2-0e70-455e-b89d-7c144442c2f4,PM,fac29bd1-cfd4-46a2-ad97-faf2400af6e1,16024220479.0,https://axonsv.app.intel.com/apps/record-viewer/ddba86a2-0e70-455e-b89d-7c144442c2f4,"['HW.MCE.PUNIT', 'HW.MCE.PCU', 'HW.MCE', 'HW.CORR', 'HW', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xb']
f50553aa,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f50553aa-8cea-4693-8927-a9ba1adf170e,ba05wvaw0054,PostTest,99f574e1-dee9-ec91-c152-eb7f7a65ce6a,PCIe,f50553aa-8cea-4693-8927-a9ba1adf170e,14022798039.0,https://axonsv.app.intel.com/apps/record-viewer/99f574e1-dee9-ec91-c152-eb7f7a65ce6a,"['HW.MCE.UBOX', 'HW', 'HW.MCE.DTLB', 'HW.CORR', 'HW.MCE.UPI', 'HW.ERR', 'HW.MCE', 'HW.MCE.IIO']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
8a41e95b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/8a41e95b-7861-4025-abe7-232eefabc128,jf04wvaw5054,Test,fa932fe4-09af-466f-a901-9a9b29497297,Concurrency,8a41e95b-7861-4025-abe7-232eefabc128,,https://axonsv.app.intel.com/apps/record-viewer/fa932fe4-09af-466f-a901-9a9b29497297,"['HW.MCE', 'HW.CORR', 'HW', 'HW.MCE.MLC', 'HW.MCE.CHA', 'HW.ERR']",,,"['Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0xb', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x5', 'LOCK Hard Hang, did not return to idle in 1s']"
6eac3459,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/6eac3459-8e6a-4e2f-a411-8f8fd782fa37,jf04wvaw5127,Test,c87bf328-7385-459b-bc2c-34b0416b2b98,Mesh,6eac3459-8e6a-4e2f-a411-8f8fd782fa37,16023994363.0,https://axonsv.app.intel.com/apps/record-viewer/c87bf328-7385-459b-bc2c-34b0416b2b98,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.UPI']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
72ad1ae9,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/72ad1ae9-bf7d-4819-b7aa-99767d7bc76f,ba05wvaw0111,Test,e6cd32f3-5b9d-4ba9-afbd-5737928dd80d,Mesh,72ad1ae9-bf7d-4819-b7aa-99767d7bc76f,16023994363.0,https://axonsv.app.intel.com/apps/record-viewer/e6cd32f3-5b9d-4ba9-afbd-5737928dd80d,"['HW', 'HW.CORR', 'HW.ERR', 'HW.KNOWN_ISSUE', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.UPI']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
261239b8,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/261239b8-f939-4bc1-a6e4-489640397952,jf04wvaw5461,RebootStation,142eaf74-f8ce-4c37-a884-567dbf802f4f,Mesh,261239b8-f939-4bc1-a6e4-489640397952,,https://axonsv.app.intel.com/apps/record-viewer/142eaf74-f8ce-4c37-a884-567dbf802f4f,"['HW.CORR', 'HW.MCE.UPI', 'HW.MCE', 'HW.MCE.UBOX', 'HW', 'HW.MCE.MLC', 'HW.MCE.IIO', 'HW.MCE.CHA', 'HW.ERR']",,,"['mscod: MCE when CR4.MCE is clear-Error signaled by the core and logged in Ubox. Check the core for more details.', 'mscod: MCE under WFS-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x5', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x49', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x3', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x0']"
7fdbec99,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7fdbec99-eba3-487f-abad-f7d42fdbbf9c,ba05wvaw0054,Test,cec07f6c-2ec4-bcde-1f60-dd42dcc6cf87,Mesh,7fdbec99-eba3-487f-abad-f7d42fdbbf9c,,https://axonsv.app.intel.com/apps/record-viewer/cec07f6c-2ec4-bcde-1f60-dd42dcc6cf87,"['HW.ERR', 'HW.MCE.DTLB', 'HW.MCE', 'HW.CORR', 'HW.MCE.MLC', 'HW.MCE.UPI', 'HW']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
1c8c7d33,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1c8c7d33-0e05-46f8-b73d-cbb7998f1fb2,ba05wvaw0116,Test,915fc4c7-a7c9-1a06-0005-375720d2145f,Mesh,1c8c7d33-0e05-46f8-b73d-cbb7998f1fb2,16024749679.0,https://axonsv.app.intel.com/apps/record-viewer/915fc4c7-a7c9-1a06-0005-375720d2145f,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.PCU', 'HW.MCE.PUNIT']",,,"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xb']"
7e8a8004,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7e8a8004-18cf-48f4-a271-d444608cd4b7,ba05wvaw0147,Test,3aecc8f9-c49e-4497-873e-c5d70e7ddc0a,Reset,7e8a8004-18cf-48f4-a271-d444608cd4b7,16024220479.0,https://axonsv.app.intel.com/apps/record-viewer/3aecc8f9-c49e-4497-873e-c5d70e7ddc0a,"['HW', 'HW.MCE.PCU', 'HW.MCE', 'HW.CORR', 'HW.MCE.PUNIT', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xa']
f44c1f0c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f44c1f0c-7fab-4d67-9c6f-484f524596ca,ba05wvaw0005,Test,e873d59b-fcb4-4d81-b2c6-4f5ef7f6b879,Mesh,f44c1f0c-7fab-4d67-9c6f-484f524596ca,16023994363.0,https://axonsv.app.intel.com/apps/record-viewer/e873d59b-fcb4-4d81-b2c6-4f5ef7f6b879,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.UPI']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
32e34e6e,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/32e34e6e-5b72-4881-81a1-1a288ff06654,jf04wvaw5088,PostTest,505336b7-b850-2577-a9e4-5683dfcb8ff5,Mesh,32e34e6e-5b72-4881-81a1-1a288ff06654,16024715370.0,https://axonsv.app.intel.com/apps/record-viewer/505336b7-b850-2577-a9e4-5683dfcb8ff5,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.PCU', 'HW.MCE.PUNIT']",,,"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9']"
6bdc88f5,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/6bdc88f5-63b3-4de0-913d-27d40b867738,jf04wvaw5088,Test,b15f6c7e-0bdc-4173-aa3c-72066cd2d4d2,Security,6bdc88f5-63b3-4de0-913d-27d40b867738,16024773245.0,https://axonsv.app.intel.com/apps/record-viewer/b15f6c7e-0bdc-4173-aa3c-72066cd2d4d2,"['HW.MCE', 'HW', 'HW.ERR', 'HW.MCE.CHA', 'HW.MCE.MLC', 'HW.CORR']",,,"['Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x11', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x1b', 'LOCK Hard Hang, did not return to idle in 1s']"
1ee1c041,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1ee1c041-b064-4d12-9f35-41766f7c8490,jf04wvaw5179,Test,1703c075-6581-46a7-8364-7f19de0beecc,Reset,1ee1c041-b064-4d12-9f35-41766f7c8490,16024663199.0,https://axonsv.app.intel.com/apps/record-viewer/1703c075-6581-46a7-8364-7f19de0beecc,"['HW.ERR', 'HW.MCE', 'HW.CORR', 'HW.MCE.UPI', 'HW.MCE.PUNIT', 'HW.MCE.PCU', 'HW']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
05cd13e7,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/05cd13e7-85af-4bc5-9fb3-d6e92d517403,ba05wvaw0017,Test,981b6f1a-1aa7-45f9-85fe-9caa7566273d,Security,05cd13e7-85af-4bc5-9fb3-d6e92d517403,,https://axonsv.app.intel.com/apps/record-viewer/981b6f1a-1aa7-45f9-85fe-9caa7566273d,"['HW.MCE.IIO', 'HW.MCE.MLC', 'HW.MCE', 'HW.MCE.UPI', 'HW.CORR', 'HW', 'HW.ERR']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
70b60d59,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/70b60d59-1c22-44eb-abbb-27c2fe1c7be4,ba05wvaw0147,Test,94b2c8e0-e2d8-4056-a3c6-5c0805ae4dfd,Reset,70b60d59-1c22-44eb-abbb-27c2fe1c7be4,,https://axonsv.app.intel.com/apps/record-viewer/94b2c8e0-e2d8-4056-a3c6-5c0805ae4dfd,"['HW.MCE.PCU', 'HW.MCE.PUNIT', 'HW.CORR', 'HW.MCE', 'HW', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9']
3b573628,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/3b573628-1c37-4114-90e6-209814f34e96,ba05wvaw0087,Test,34781494-cd2d-77aa-6223-37bfe094ad07,Accelerator,3b573628-1c37-4114-90e6-209814f34e96,,https://axonsv.app.intel.com/apps/record-viewer/34781494-cd2d-77aa-6223-37bfe094ad07,"['HW.ERR', 'HW.MCE', 'HW.CORR', 'HW.MCE.MLC', 'HW.MCE.PUNIT', 'HW.MCE.PCU', 'HW']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0']
