Failure Name,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
9cd55131,ba05wvaw0013,Test,debe442c-c5a9-45bf-b4a2-4c127f0220ba,,9cd55131-e118-4854-a909-fd1f0a5f9a84,,https://axonsv.app.intel.com/apps/record-viewer/debe442c-c5a9-45bf-b4a2-4c127f0220ba,"['HW.ERR', 'HW.CORR', 'HW.MCE', 'HW.MCE.UBOX', 'HW.MCE.MSE', 'HW.MCE.PCU', 'HW.MCE.IIO', 'HW', 'HW.MCE.PUNIT']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'Merge Bank11-MSE signaled an MCA to Ubox; Check mc_status of MCA BANKID:11 and  MCA BANK_INDEX:0x0']"
c514b360,ba05wvaw0117,Test,9af9f69a-2d5b-975e-ad6d-d7c98a6c3c9b,,c514b360-8038-4842-b71c-481a5be9792c,,https://axonsv.app.intel.com/apps/record-viewer/9af9f69a-2d5b-975e-ad6d-d7c98a6c3c9b,"['HW.MCE.MLC', 'HW.MCE.IIO', 'HW.MCE', 'HW.MCE.UBOX', 'HW.CORR', 'HW.ERR', 'HW.MCE.DTLB', 'HW']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
1e28a0a0,ba05wvaw0065,PostTest,10e2c7e6-2a17-9187-d577-e3edff9b1067,,1e28a0a0-de12-47f3-94c7-eef44e05cd6f,,https://axonsv.app.intel.com/apps/record-viewer/10e2c7e6-2a17-9187-d577-e3edff9b1067,"['HW.MCE.UPI', 'HW.MCE', 'HW.CORR', 'HW.ERR', 'HW', 'HW.MCE.DTLB']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
KeyError_6,ba05wvaw0286,Test,b8ee1718-f1a7-c8b9-4b41-ee61f918b050,,17e20f48-f21f-41d6-bd3b-839c4366687d,,https://axonsv.app.intel.com/apps/record-viewer/b8ee1718-f1a7-c8b9-4b41-ee61f918b050,"['HW.MCE.IIO', 'HW.CORR', 'HW', 'HW.MCE', 'PMX_throttleCross_silicon_SK4S1_C', 'HW.ERR']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
1f1c9d78,ba05wvaw0925,Test,3f884005-a98d-74d1-b7b5-60b8fe2ed420,,1f1c9d78-7010-4f1c-bce2-d8d133aa85be,,https://axonsv.app.intel.com/apps/record-viewer/3f884005-a98d-74d1-b7b5-60b8fe2ed420,"['HW.MCE.IIO', 'HW.CORR', 'HW', 'HW.MCE', 'HW.ERR']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
619c4e22,ba05wvaw0219,Test,b63fdd86-7fa4-481e-9efd-52278e901d0f,,619c4e22-7104-47c4-937b-9418ca88cee9,,https://axonsv.app.intel.com/apps/record-viewer/b63fdd86-7fa4-481e-9efd-52278e901d0f,"['HW.ERR', 'HW.MCE.IIO', 'HW.CORR', 'HW.MCE', 'HW.MCE.CHA', 'HW.MCE.PCU', 'HW']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0xc']"
9b723386,ba05wvaw0922,Test,fe350fc3-ce9c-93b1-7c45-57ea774fd7c4,,9b723386-07c4-467c-8a6f-f5093d56ab7d,,https://axonsv.app.intel.com/apps/record-viewer/fe350fc3-ce9c-93b1-7c45-57ea774fd7c4,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE.IIO', 'HW.MCE']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
acef3038,ba05wvaw0287,Test,2be7353b-237c-44df-bdf2-a7a222a3cd6f,,acef3038-2172-4444-84d4-9a4264345e1d,,https://axonsv.app.intel.com/apps/record-viewer/2be7353b-237c-44df-bdf2-a7a222a3cd6f,"['HW', 'HW.ERR', 'HW.MCE.PCU', 'HW.MCE.CHA', 'HW.MCE', 'HW.MCE.IIO', 'HW.CORR']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0xf']"
KeyError_6,ba05wvaw0286,Test,a99bd07f-3856-bc36-a66c-b3c8ea562cc7,,cc91a2a4-1ad3-47b8-8704-1aabf48c54eb,,https://axonsv.app.intel.com/apps/record-viewer/a99bd07f-3856-bc36-a66c-b3c8ea562cc7,"['HW', 'HW.MCE', 'HW.MCE.IIO', 'PMX_thermal_Focus_silicon', 'HW.ERR', 'HW.CORR']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
959672a6,ba05wvaw0925,Test,c061b741-50fb-4af9-9098-a994692b63a7,Vtd,959672a6-ffa5-4167-8b5f-2a7edc1e7da1,,https://axonsv.app.intel.com/apps/record-viewer/c061b741-50fb-4af9-9098-a994692b63a7,"['HW.CORR', 'HW.MCE.CHA', 'HW.MCE', 'HW.ERR', 'HW']",,,"['Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x1', 'LOCK Hard Hang, did not return to idle in 1s']"
7284e310,ba05wvaw0287,Test,d2a6ac97-efb9-4793-aab5-29b472a285d3,,7284e310-4592-4ae7-b375-2d1d27655130,,https://axonsv.app.intel.com/apps/record-viewer/d2a6ac97-efb9-4793-aab5-29b472a285d3,"['HW', 'HW.CORR', 'HW.MCE', 'HW.MCE.IIO', 'HW.ERR']",,,['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.']
66de2235,ba05wvaw0276,Test,62e0d77e-a983-4a8d-85b1-cfa5e7505d12,,66de2235-726d-49bd-b86c-d6bb716c310f,,https://axonsv.app.intel.com/apps/record-viewer/62e0d77e-a983-4a8d-85b1-cfa5e7505d12,"['HW', 'HW.CORR', 'HW.MCE', 'HW.ERR', 'HW.MCE.PCU']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9']
